P150920 2023-01-10 15:51:35,541 runWISDEM:run_wisdem:90 INFO:Started
P150920 2023-01-10 15:51:40,457 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P150920 2023-01-10 15:51:40,457 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P150920 2023-01-10 15:51:40,458 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P150920 2023-01-10 15:51:40,459 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P150920 2023-01-10 15:51:40,459 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P150920 2023-01-10 15:51:40,460 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P150920 2023-01-10 15:51:40,460 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P150920 2023-01-10 15:51:40,461 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P150920 2023-01-10 15:51:40,462 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P150920 2023-01-10 15:51:40,462 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P150920 2023-01-10 15:51:40,463 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P150920 2023-01-10 15:51:40,463 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P150920 2023-01-10 15:51:40,464 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P150920 2023-01-10 15:51:40,464 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P150920 2023-01-10 15:51:40,465 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P150920 2023-01-10 15:51:40,466 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P150920 2023-01-10 15:51:40,466 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P150920 2023-01-10 15:51:40,467 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P150920 2023-01-10 15:51:40,467 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P150920 2023-01-10 15:51:40,468 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P150920 2023-01-10 15:51:40,468 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P150920 2023-01-10 15:51:40,469 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P150920 2023-01-10 15:51:40,470 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P150920 2023-01-10 15:51:40,470 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P150920 2023-01-10 15:51:40,471 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P150920 2023-01-10 15:51:40,471 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P150920 2023-01-10 15:51:40,472 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P150920 2023-01-10 15:51:46,870 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P150920 2023-01-10 15:51:46,870 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P150920 2023-01-10 15:51:46,871 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P150920 2023-01-10 15:51:46,871 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P150920 2023-01-10 15:51:46,872 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P150920 2023-01-10 15:51:46,873 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P150920 2023-01-10 15:51:46,873 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P150920 2023-01-10 15:51:46,874 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P150920 2023-01-10 15:51:46,874 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P150920 2023-01-10 15:51:46,875 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P150920 2023-01-10 15:51:46,876 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P150920 2023-01-10 15:51:46,876 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P150920 2023-01-10 15:51:46,877 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P150920 2023-01-10 15:51:46,877 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P150920 2023-01-10 15:51:46,878 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P150920 2023-01-10 15:51:46,878 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P150920 2023-01-10 15:51:46,879 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P150920 2023-01-10 15:51:46,880 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P150920 2023-01-10 15:51:46,880 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P150920 2023-01-10 15:51:46,881 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P150920 2023-01-10 15:51:46,881 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P150920 2023-01-10 15:51:46,882 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P150920 2023-01-10 15:51:46,883 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P150920 2023-01-10 15:51:46,883 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P150920 2023-01-10 15:51:46,884 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P150920 2023-01-10 15:51:46,884 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P150920 2023-01-10 15:51:46,885 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P150920 2023-01-10 15:51:53,532 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P150920 2023-01-10 15:51:53,533 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P150920 2023-01-10 15:51:53,534 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P150920 2023-01-10 15:51:53,534 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P150920 2023-01-10 15:51:53,535 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P150920 2023-01-10 15:51:53,536 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P150920 2023-01-10 15:51:53,536 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P150920 2023-01-10 15:51:53,537 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P150920 2023-01-10 15:51:53,537 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P150920 2023-01-10 15:51:53,538 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P150920 2023-01-10 15:51:53,538 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P150920 2023-01-10 15:51:53,539 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P150920 2023-01-10 15:51:53,540 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P150920 2023-01-10 15:51:53,540 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P150920 2023-01-10 15:51:53,541 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P150920 2023-01-10 15:51:53,541 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P150920 2023-01-10 15:51:53,542 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P150920 2023-01-10 15:51:53,542 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P150920 2023-01-10 15:51:53,543 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P150920 2023-01-10 15:51:53,544 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P150920 2023-01-10 15:51:53,544 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P150920 2023-01-10 15:51:53,545 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P150920 2023-01-10 15:51:53,545 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P150920 2023-01-10 15:51:53,546 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P150920 2023-01-10 15:51:53,546 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P150920 2023-01-10 15:51:53,547 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P150920 2023-01-10 15:51:53,548 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P150920 2023-01-10 15:52:00,085 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P150920 2023-01-10 15:52:00,086 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P150920 2023-01-10 15:52:00,086 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P150920 2023-01-10 15:52:00,087 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P150920 2023-01-10 15:52:00,088 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P150920 2023-01-10 15:52:00,088 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P150920 2023-01-10 15:52:00,089 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P150920 2023-01-10 15:52:00,089 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P150920 2023-01-10 15:52:00,090 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P150920 2023-01-10 15:52:00,090 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P150920 2023-01-10 15:52:00,091 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P150920 2023-01-10 15:52:00,092 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
