P200652 2023-01-03 17:02:56,618 runWISDEM:run_wisdem:90 INFO:Started
P200652 2023-01-03 17:02:57,330 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P200652 2023-01-03 17:02:57,331 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P200652 2023-01-03 17:02:57,332 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P200652 2023-01-03 17:02:57,332 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P200652 2023-01-03 17:02:57,333 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P200652 2023-01-03 17:02:57,333 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P200652 2023-01-03 17:02:57,334 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P200652 2023-01-03 17:02:57,335 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P200652 2023-01-03 17:02:57,335 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P200652 2023-01-03 17:02:57,336 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P200652 2023-01-03 17:02:57,336 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P200652 2023-01-03 17:02:57,337 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P200652 2023-01-03 17:02:57,337 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P200652 2023-01-03 17:02:57,338 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P200652 2023-01-03 17:02:57,339 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P200652 2023-01-03 17:02:57,339 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P200652 2023-01-03 17:02:57,340 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P200652 2023-01-03 17:02:57,340 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P200652 2023-01-03 17:02:57,341 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P200652 2023-01-03 17:02:57,342 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
