P147605 2023-01-10 15:45:25,866 runWISDEM:run_wisdem:90 INFO:Started
P147605 2023-01-10 15:45:30,970 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P147605 2023-01-10 15:45:30,971 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P147605 2023-01-10 15:45:30,972 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P147605 2023-01-10 15:45:30,972 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P147605 2023-01-10 15:45:30,973 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P147605 2023-01-10 15:45:30,973 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P147605 2023-01-10 15:45:30,974 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P147605 2023-01-10 15:45:30,975 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P147605 2023-01-10 15:45:30,975 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P147605 2023-01-10 15:45:30,976 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P147605 2023-01-10 15:45:30,976 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P147605 2023-01-10 15:45:30,977 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P147605 2023-01-10 15:45:30,977 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P147605 2023-01-10 15:45:30,978 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P147605 2023-01-10 15:45:30,979 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P147605 2023-01-10 15:45:30,979 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P147605 2023-01-10 15:45:30,980 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P147605 2023-01-10 15:45:30,980 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P147605 2023-01-10 15:45:30,981 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P147605 2023-01-10 15:45:30,982 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P147605 2023-01-10 15:45:30,982 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P147605 2023-01-10 15:45:30,983 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P147605 2023-01-10 15:45:30,983 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P147605 2023-01-10 15:45:30,984 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P147605 2023-01-10 15:45:30,984 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P147605 2023-01-10 15:45:30,985 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P147605 2023-01-10 15:45:30,986 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P147605 2023-01-10 15:45:35,792 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P147605 2023-01-10 15:45:35,793 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P147605 2023-01-10 15:45:35,794 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P147605 2023-01-10 15:45:35,794 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P147605 2023-01-10 15:45:35,795 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P147605 2023-01-10 15:45:35,795 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P147605 2023-01-10 15:45:35,796 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P147605 2023-01-10 15:45:35,797 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P147605 2023-01-10 15:45:35,797 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P147605 2023-01-10 15:45:35,798 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P147605 2023-01-10 15:45:35,798 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P147605 2023-01-10 15:45:35,799 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P147605 2023-01-10 15:45:35,800 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P147605 2023-01-10 15:45:35,800 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P147605 2023-01-10 15:45:35,801 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P147605 2023-01-10 15:45:35,801 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P147605 2023-01-10 15:45:35,802 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P147605 2023-01-10 15:45:35,802 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P147605 2023-01-10 15:45:35,803 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P147605 2023-01-10 15:45:35,804 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P147605 2023-01-10 15:45:35,804 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P147605 2023-01-10 15:45:35,805 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P147605 2023-01-10 15:45:35,805 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P147605 2023-01-10 15:45:35,806 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P147605 2023-01-10 15:45:35,807 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
