P200519 2023-01-03 17:02:30,028 runWISDEM:run_wisdem:90 INFO:Started
P200519 2023-01-03 17:02:31,633 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P200519 2023-01-03 17:02:31,634 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P200519 2023-01-03 17:02:31,635 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P200519 2023-01-03 17:02:31,635 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P200519 2023-01-03 17:02:31,636 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P200519 2023-01-03 17:02:31,636 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P200519 2023-01-03 17:02:31,637 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P200519 2023-01-03 17:02:31,638 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P200519 2023-01-03 17:02:31,638 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P200519 2023-01-03 17:02:31,639 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P200519 2023-01-03 17:02:31,639 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P200519 2023-01-03 17:02:31,640 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P200519 2023-01-03 17:02:31,641 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P200519 2023-01-03 17:02:31,641 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P200519 2023-01-03 17:02:31,642 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P200519 2023-01-03 17:02:31,642 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P200519 2023-01-03 17:02:31,643 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P200519 2023-01-03 17:02:31,644 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P200519 2023-01-03 17:02:31,644 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P200519 2023-01-03 17:02:31,645 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P200519 2023-01-03 17:02:31,645 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P200519 2023-01-03 17:02:31,646 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P200519 2023-01-03 17:02:31,647 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P200519 2023-01-03 17:02:31,647 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P200519 2023-01-03 17:02:31,648 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P200519 2023-01-03 17:02:31,648 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P200519 2023-01-03 17:02:31,649 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P200519 2023-01-03 17:02:36,490 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P200519 2023-01-03 17:02:36,491 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P200519 2023-01-03 17:02:36,491 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P200519 2023-01-03 17:02:36,492 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P200519 2023-01-03 17:02:36,493 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P200519 2023-01-03 17:02:36,493 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P200519 2023-01-03 17:02:36,494 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P200519 2023-01-03 17:02:36,494 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P200519 2023-01-03 17:02:36,495 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P200519 2023-01-03 17:02:36,496 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P200519 2023-01-03 17:02:36,496 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P200519 2023-01-03 17:02:36,497 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P200519 2023-01-03 17:02:36,497 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P200519 2023-01-03 17:02:36,498 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P200519 2023-01-03 17:02:36,499 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P200519 2023-01-03 17:02:36,499 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P200519 2023-01-03 17:02:36,500 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P200519 2023-01-03 17:02:36,500 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P200519 2023-01-03 17:02:36,501 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P200519 2023-01-03 17:02:36,502 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P200519 2023-01-03 17:02:36,502 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P200519 2023-01-03 17:02:36,503 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P200519 2023-01-03 17:02:36,503 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P200519 2023-01-03 17:02:36,504 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P200519 2023-01-03 17:02:36,505 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P200519 2023-01-03 17:02:36,505 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P200519 2023-01-03 17:02:36,506 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P200519 2023-01-03 17:02:41,314 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P200519 2023-01-03 17:02:41,315 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P200519 2023-01-03 17:02:41,315 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P200519 2023-01-03 17:02:41,316 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P200519 2023-01-03 17:02:41,317 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P200519 2023-01-03 17:02:41,317 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P200519 2023-01-03 17:02:41,318 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P200519 2023-01-03 17:02:41,318 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P200519 2023-01-03 17:02:41,319 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P200519 2023-01-03 17:02:41,320 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P200519 2023-01-03 17:02:41,320 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P200519 2023-01-03 17:02:41,321 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P200519 2023-01-03 17:02:41,321 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P200519 2023-01-03 17:02:41,322 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P200519 2023-01-03 17:02:41,322 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P200519 2023-01-03 17:02:41,323 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
