------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
SNL SWiFT V27 aerodynamic blade input properties, based on planform in report SAND2018-11893 by Chris Kelley, modified by D. Maniaci 12-14-2018.
======  Blade Properties =================================================================
         27   NumBlNds           - Number of blade nodes used in the analysis (-)
  BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
   (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
 0.000			0				0				0			14.435			0.3940			  1
 0.500			0				0				0			13.700			0.6940			  2
 1.000			0				0				0			12.966			0.9934			  2
 1.500			0				0				0			12.245			1.2815			  2
 2.000			0				0				0			11.523			1.2467			  2
 2.500			0				0				0			10.811			1.2119			  2
 3.000			0				0				0			10.106			1.1770			  3
 3.500			0				0				0			 9.409			1.1421			  3
 4.000			0				0				0			 8.708			1.1069			  3
 4.500			0				0				0			 8.008			1.0715			  3
 5.000			0				0				0			 7.318			1.0362			  3
 5.500			0				0				0			 6.658			1.0008			  3
 6.000			0				0				0			 6.061			0.9654			  3
 6.500			0				0				0			 5.486			0.9301			  3
 7.000			0				0				0			 4.930			0.8949			  3
 7.500			0				0				0			 4.393			0.8596			  3
 8.000			0				0				0			 3.884			0.8243			  4
 8.500			0				0				0			 3.400			0.7889			  4
 9.000			0				0				0			 2.943			0.7534			  4
 9.500			0				0				0			 2.514			0.7177			  4
10.000          0               0               0        	 2.117      	0.6818            4
10.500          0               0               0        	 1.745      	0.6457            4
11.000          0               0               0        	 1.393      	0.6095            4
11.500          0               0               0        	 1.063      	0.5732            4
12.000          0               0               0        	 0.757      	0.5366            5
12.500          0               0               0        	 0.485      	0.4999            5
13.000          0               0               0        	 0.214      	0.4633            5
