P182029 2023-01-03 15:48:57,250 runWISDEM:run_wisdem:90 INFO:Started
P182029 2023-01-03 15:49:02,600 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P182029 2023-01-03 15:49:02,600 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P182029 2023-01-03 15:49:02,601 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P182029 2023-01-03 15:49:02,602 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P182029 2023-01-03 15:49:02,602 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P182029 2023-01-03 15:49:02,603 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P182029 2023-01-03 15:49:02,603 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P182029 2023-01-03 15:49:02,604 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P182029 2023-01-03 15:49:02,605 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P182029 2023-01-03 15:49:02,605 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P182029 2023-01-03 15:49:02,606 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P182029 2023-01-03 15:49:02,606 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P182029 2023-01-03 15:49:02,607 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P182029 2023-01-03 15:49:02,607 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P182029 2023-01-03 15:49:02,608 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P182029 2023-01-03 15:49:02,609 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P182029 2023-01-03 15:49:02,609 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P182029 2023-01-03 15:49:02,610 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P182029 2023-01-03 15:49:02,610 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P182029 2023-01-03 15:49:02,611 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P182029 2023-01-03 15:49:02,611 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P182029 2023-01-03 15:49:02,612 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P182029 2023-01-03 15:49:02,613 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P182029 2023-01-03 15:49:02,613 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P182029 2023-01-03 15:49:02,614 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P182029 2023-01-03 15:49:02,614 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P182029 2023-01-03 15:49:02,615 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
