P148859 2023-01-10 15:48:54,483 runWISDEM:run_wisdem:90 INFO:Started
P148859 2023-01-10 15:48:59,587 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P148859 2023-01-10 15:48:59,588 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P148859 2023-01-10 15:48:59,589 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P148859 2023-01-10 15:48:59,589 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P148859 2023-01-10 15:48:59,590 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P148859 2023-01-10 15:48:59,590 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P148859 2023-01-10 15:48:59,591 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P148859 2023-01-10 15:48:59,592 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P148859 2023-01-10 15:48:59,592 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P148859 2023-01-10 15:48:59,593 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P148859 2023-01-10 15:48:59,593 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P148859 2023-01-10 15:48:59,594 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P148859 2023-01-10 15:48:59,594 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P148859 2023-01-10 15:48:59,595 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P148859 2023-01-10 15:48:59,596 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P148859 2023-01-10 15:48:59,596 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P148859 2023-01-10 15:48:59,597 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P148859 2023-01-10 15:48:59,597 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P148859 2023-01-10 15:48:59,598 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P148859 2023-01-10 15:48:59,599 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P148859 2023-01-10 15:48:59,599 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P148859 2023-01-10 15:48:59,600 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P148859 2023-01-10 15:48:59,600 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P148859 2023-01-10 15:48:59,601 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P148859 2023-01-10 15:48:59,601 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P148859 2023-01-10 15:48:59,602 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P148859 2023-01-10 15:48:59,603 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P148859 2023-01-10 15:49:04,670 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P148859 2023-01-10 15:49:04,670 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P148859 2023-01-10 15:49:04,671 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P148859 2023-01-10 15:49:04,672 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P148859 2023-01-10 15:49:04,672 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P148859 2023-01-10 15:49:04,673 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P148859 2023-01-10 15:49:04,673 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P148859 2023-01-10 15:49:04,674 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P148859 2023-01-10 15:49:04,674 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P148859 2023-01-10 15:49:04,675 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P148859 2023-01-10 15:49:04,676 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P148859 2023-01-10 15:49:04,676 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P148859 2023-01-10 15:49:04,677 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P148859 2023-01-10 15:49:04,677 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P148859 2023-01-10 15:49:04,678 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P148859 2023-01-10 15:49:04,679 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P148859 2023-01-10 15:49:04,679 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P148859 2023-01-10 15:49:04,680 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P148859 2023-01-10 15:49:04,680 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P148859 2023-01-10 15:49:04,681 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P148859 2023-01-10 15:49:04,681 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
