P147373 2023-01-10 15:44:58,322 runWISDEM:run_wisdem:90 INFO:Started
P147373 2023-01-10 15:44:59,035 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P147373 2023-01-10 15:44:59,035 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P147373 2023-01-10 15:44:59,036 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P147373 2023-01-10 15:44:59,037 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P147373 2023-01-10 15:44:59,037 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P147373 2023-01-10 15:44:59,038 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P147373 2023-01-10 15:44:59,039 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P147373 2023-01-10 15:44:59,039 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P147373 2023-01-10 15:44:59,040 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P147373 2023-01-10 15:44:59,040 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P147373 2023-01-10 15:44:59,041 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P147373 2023-01-10 15:44:59,041 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P147373 2023-01-10 15:44:59,042 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P147373 2023-01-10 15:44:59,043 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P147373 2023-01-10 15:44:59,043 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P147373 2023-01-10 15:44:59,044 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P147373 2023-01-10 15:44:59,044 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P147373 2023-01-10 15:44:59,045 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P147373 2023-01-10 15:44:59,046 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P147373 2023-01-10 15:44:59,046 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P147373 2023-01-10 15:44:59,047 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P147373 2023-01-10 15:44:59,047 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P147373 2023-01-10 15:44:59,048 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P147373 2023-01-10 15:44:59,048 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
P147373 2023-01-10 15:44:59,049 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 27
P147373 2023-01-10 15:44:59,050 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 28
P147373 2023-01-10 15:44:59,050 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 29
P147373 2023-01-10 15:45:03,739 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 3
P147373 2023-01-10 15:45:03,740 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 4
P147373 2023-01-10 15:45:03,741 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 5
P147373 2023-01-10 15:45:03,741 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 6
P147373 2023-01-10 15:45:03,742 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 7
P147373 2023-01-10 15:45:03,742 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 8
P147373 2023-01-10 15:45:03,743 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 9
P147373 2023-01-10 15:45:03,744 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 10
P147373 2023-01-10 15:45:03,744 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 11
P147373 2023-01-10 15:45:03,745 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 12
P147373 2023-01-10 15:45:03,745 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 13
P147373 2023-01-10 15:45:03,746 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 14
P147373 2023-01-10 15:45:03,746 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 15
P147373 2023-01-10 15:45:03,747 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 16
P147373 2023-01-10 15:45:03,748 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 17
P147373 2023-01-10 15:45:03,748 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 18
P147373 2023-01-10 15:45:03,749 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 19
P147373 2023-01-10 15:45:03,749 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 20
P147373 2023-01-10 15:45:03,750 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 21
P147373 2023-01-10 15:45:03,751 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 22
P147373 2023-01-10 15:45:03,751 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 23
P147373 2023-01-10 15:45:03,752 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 24
P147373 2023-01-10 15:45:03,752 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 25
P147373 2023-01-10 15:45:03,753 gc_WT_DataStruc:compute:3301 INFO:3D correction applied to airfoil polars for section 26
